Age,Gender,Stream,ssc_p,hsc_p,Hostel,HistoryOfBacklogs,Internships,CGPA,PlacedOrNot
21,Male,Mechanical,71,63,1,1,2,8,1
21,Male,Electronics And Communication,65,61.33,0,0,1,8,1
22,Female,Electrical,75.4,73,0,0,2,7,0
21,Male,Civil,49,62,0,0,2,7,0
22,Male,Information Technology,53,42,0,0,1,7,0
22,Female,Electrical,51.57,78,0,0,2,6,1
22,Male,Electronics And Communication,84.2,60,0,0,2,6,1
22,Male,Computer Science,66.5,72,0,0,1,6,0
21,Male,Computer Science,67,82,0,0,1,8,1
22,Male,Electronics And Communication,52,60,0,0,2,6,1
21,Male,Information Technology,87,67,0,0,1,7,0
21,Male,Information Technology,55.6,66,0,1,2,7,0
21,Female,Computer Science,74.2,58,1,1,2,7,0
21,Male,Computer Science,63,78,0,0,2,8,1
22,Male,Information Technology,67.16,91,0,0,1,7,0
21,Male,Civil,63.3,78.33,0,0,2,7,0
21,Female,Computer Science,62,68,1,0,2,8,1
22,Male,Mechanical,67.9,52,1,0,1,6,0
22,Male,Mechanical,48,73.6,1,0,1,7,0
22,Male,Information Technology,59.96,49.8,0,0,1,6,0
21,Male,Electrical,63.4,49.2,0,0,1,6,0
21,Male,Mechanical,80,64,1,0,1,6,0
22,Male,Electrical,73,79,0,0,1,6,0
22,Male,Mechanical,52,70,1,0,2,8,1
22,Male,Information Technology,73.24,61,0,0,1,7,0
22,Male,Civil,63,68.4,0,0,1,6,0
21,Male,Information Technology,59,55,0,1,1,7,0
21,Female,Computer Science,73,87,1,0,2,8,1
22,Male,Electronics And Communication,68,47,0,0,2,7,0
22,Male,Electronics And Communication,77.8,75,0,1,2,7,0
22,Male,Mechanical,65,66.2,1,0,1,8,1
22,Male,Computer Science,62,67,0,0,1,6,0
22,Male,Electronics And Communication,52,66,0,1,1,7,0
22,Male,Electronics And Communication,65,67,0,1,1,8,1
21,Female,Electrical,56.28,65,0,1,1,8,1
22,Female,Computer Science,88,76,1,0,1,7,0
22,Female,Information Technology,52,60.8,1,0,1,9,1
21,Male,Mechanical,78.5,60,1,0,2,8,1
21,Male,Electronics And Communication,61.8,97.7,1,1,2,7,1
22,Male,Civil,54,54.6,1,0,2,7,0
21,Male,Information Technology,64,79,0,0,2,9,1
21,Male,Civil,67,67,0,1,2,7,0
22,Male,Information Technology,65.2,76.5,0,0,1,9,1
22,Male,Computer Science,60,67,0,1,1,7,0
21,Female,Computer Science,52,73.5,1,0,2,7,1
21,Male,Information Technology,66,53,0,0,1,9,1
21,Male,Computer Science,72,81,0,0,1,8,1
22,Male,Mechanical,83.96,65,1,0,1,9,1
21,Male,Computer Science,67,51,0,0,2,9,1
21,Female,Electronics And Communication,69,78,0,0,2,9,1
21,Male,Electronics And Communication,69,44,0,0,1,8,1
22,Male,Computer Science,54.2,76,0,0,1,9,1
21,Male,Electrical,70,58,0,1,1,8,1
21,Male,Electronics And Communication,55.68,68,0,0,2,8,1
22,Male,Information Technology,74,77,0,0,2,8,1
21,Male,Mechanical,61,63.16,1,0,2,9,1
21,Male,Electrical,41,39,1,1,2,7,1
21,Male,Mechanical,83.33,87,1,1,1,9,1
22,Female,Electrical,43,73,0,0,2,8,1
21,Male,Civil,62,64,0,0,2,9,1
22,Male,Mechanical,80.6,71.98,1,0,1,9,1
21,Female,Information Technology,58,60,0,0,2,9,1
22,Female,Electronics And Communication,67,62,1,1,1,8,1
22,Male,Electronics And Communication,74,37,0,0,1,8,1
22,Male,Electronics And Communication,62,73.2,0,0,2,9,1
21,Male,Information Technology,62.83,61.12,0,0,1,8,1
22,Female,Civil,72,45.83,0,0,1,8,1
21,Female,Civil,64,70,1,0,1,7,0
21,Female,Electrical,65.5,60,0,0,1,9,1
22,Male,Computer Science,47,66.6,0,0,1,9,1
22,Female,Information Technology,77.6,71.4,0,0,2,8,1
22,Male,Civil,70.2,76,0,1,2,9,1
21,Male,Mechanical,61,62,1,0,1,7,0
22,Male,Information Technology,61.4,65.58,0,0,2,7,0
22,Male,Civil,63,70,0,0,2,8,1
22,Male,Computer Science,55,73.4,0,1,2,7,0
21,Male,Information Technology,76,64.2,1,0,1,9,1
22,Male,Computer Science,63,70,0,0,1,8,1
22,Male,Civil,53,73,0,0,1,7,0
21,Female,Computer Science,70,47,1,0,2,8,1
21,Male,Civil,65,74,1,0,2,7,1
22,Male,Electronics And Communication,60,78.5,0,0,2,8,1
22,Male,Mechanical,63,47,1,0,1,7,0
21,Male,Electrical,63,73,1,0,1,7,1
22,Male,Electrical,61.33,61,0,0,2,8,1
22,Male,Electrical,73,70.29,0,1,1,8,1
21,Female,Computer Science,62,67,1,0,1,8,1
21,Male,Mechanical,42,83.83,1,0,1,7,0
21,Male,Information Technology,78,64.8,1,0,1,9,1
22,Male,Electrical,60,62,0,0,0,9,1
21,Female,Information Technology,72,70.4,0,0,0,9,1
21,Male,Electronics And Communication,82,80,0,0,0,8,1
21,Female,Computer Science,60,90.9,1,0,1,9,1
22,Male,Information Technology,67,62,0,0,1,7,0
21,Male,Mechanical,66,62,1,1,1,8,1
21,Male,Mechanical,58,63,1,1,0,9,1
22,Male,Information Technology,78,67,0,0,0,7,0
21,Male,Information Technology,91,79,0,0,0,8,1
22,Male,Civil,78.33,63,0,0,0,8,1
21,Male,Mechanical,68,89.83,1,0,0,8,1
22,Female,Computer Science,52,63,1,1,0,9,1
22,Female,Information Technology,73.6,51,1,0,1,8,1
21,Male,Mechanical,49.8,62,1,0,0,7,0
21,Male,Electrical,49.2,75,0,0,0,7,0
22,Male,Mechanical,64,90,1,0,0,9,1
22,Male,Information Technology,79,57,0,0,1,7,0
22,Male,Mechanical,70,69,1,0,2,9,1
21,Male,Electrical,61,62,1,0,0,8,1
21,Male,Information Technology,68.4,62,0,0,1,8,1
22,Male,Information Technology,55,78,0,0,1,9,1
22,Female,Computer Science,87,70,1,0,0,9,1
21,Male,Civil,47,62.5,0,0,1,9,1
22,Female,Information Technology,75,73,0,0,2,8,1
21,Male,Information Technology,66.2,82,0,0,1,9,1
22,Male,Civil,67,57,0,1,0,9,1
21,Male,Electrical,66,72,0,0,0,8,1
22,Male,Computer Science,67,61,0,0,1,9,1
22,Male,Electrical,65,78,0,0,0,8,1
21,Male,Electronics And Communication,76,63,0,0,1,8,1
21,Male,Electrical,60.8,64,0,0,0,8,1
21,Male,Civil,60,50,0,1,0,9,1
21,Male,Computer Science,97.7,90,0,0,1,9,1
21,Male,Civil,54.6,82,0,0,0,9,1
21,Female,Information Technology,79,63,0,0,1,8,1
21,Male,Civil,67,70,0,0,1,7,0
21,Male,Computer Science,76.5,54,0,0,1,9,1
22,Male,Electronics And Communication,67,61,0,0,0,9,1
22,Male,Electronics And Communication,73.5,79,1,1,1,7,0
21,Female,Electrical,53,68,0,0,1,8,1
21,Male,Information Technology,81,63,1,0,1,8,1
22,Male,Information Technology,65,72.8,0,0,1,8,1
22,Female,Electrical,51,75,0,1,1,7,0
21,Male,Computer Science,78,80,0,0,1,7,0
22,Male,Computer Science,44,68.4,0,0,1,9,1
21,Male,Computer Science,76,40,0,0,2,9,1
22,Female,Computer Science,58,67,1,1,0,9,1
21,Male,Information Technology,68,66.8,0,0,0,7,1
22,Male,Mechanical,77,59,1,0,0,8,1
22,Male,Computer Science,63.16,71,0,0,2,8,1
21,Male,Electronics And Communication,39,73,0,0,0,8,1
21,Male,Mechanical,87,61,1,0,1,9,1
22,Female,Information Technology,73,60,0,0,1,9,1
21,Male,Mechanical,64,73.4,1,0,0,9,1
21,Male,Civil,71.98,89.7,0,0,0,9,1
21,Male,Civil,60,65,0,0,0,7,0
21,Male,Information Technology,62,57,0,0,0,9,1
21,Male,Information Technology,37,68,0,0,0,9,1
21,Male,Mechanical,73.2,64,1,0,1,7,0
21,Male,Electronics And Communication,61.12,92,1,1,1,8,1
21,Male,Mechanical,45.83,56,1,0,1,9,1
22,Male,Computer Science,70,59,1,0,1,8,1
22,Male,Computer Science,60,63,0,1,1,8,1
22,Male,Information Technology,66.6,64,0,0,1,9,1
22,Male,Electronics And Communication,71.4,70,0,0,0,7,0
21,Female,Electronics And Communication,76,64.8,0,0,1,7,1
21,Male,Electronics And Communication,62,64,1,1,1,8,1
22,Male,Mechanical,65.58,60,1,0,0,9,1
22,Male,Computer Science,70,64.89,0,0,1,9,1
22,Male,Mechanical,73.4,50,1,0,0,7,0
21,Male,Information Technology,64.2,65.66,0,0,0,7,1
22,Male,Mechanical,70,63,1,0,1,9,1
22,Male,Electrical,73,74,0,0,0,9,1
21,Male,Computer Science,47,86,0,1,2,9,1
22,Male,Computer Science,74,58,0,0,3,9,1
22,Male,Mechanical,78.5,58.66,1,1,0,9,1
21,Male,Information Technology,47,65,0,0,2,9,1
21,Male,Mechanical,73,60.5,1,0,1,7,0
21,Male,Electrical,61,59,0,0,1,7,1
22,Male,Information Technology,70.29,63,0,0,0,9,1
22,Female,Mechanical,67,74.66,1,0,1,7,0
22,Male,Civil,83.83,69.4,0,0,0,7,0
21,Female,Electronics And Communication,64.8,62.5,0,0,1,8,1
22,Female,Information Technology,62,63,0,0,0,9,1
22,Male,Mechanical,70.4,49,1,0,0,9,1
22,Male,Mechanical,80,74,1,0,0,8,1
21,Male,Computer Science,90.9,51,0,0,0,9,1
21,Male,Information Technology,62,87.6,1,0,1,7,0
21,Male,Electrical,62,67,0,1,2,8,1
21,Male,Computer Science,63,72.5,0,0,1,9,1
22,Male,Electrical,67,78.33,0,0,1,9,1
22,Male,Information Technology,79,62,0,0,0,7,1
22,Female,Information Technology,63,62,1,0,1,9,1
21,Male,Mechanical,89.83,51,1,0,1,8,1
22,Female,Computer Science,63,42.16,1,0,0,8,1
21,Male,Civil,51,67.2,0,0,0,7,0
21,Male,Computer Science,62,80,0,1,0,7,0
22,Male,Information Technology,62.83,58,0,1,0,7,0
21,Male,Computer Science,72,52,0,0,0,9,1
21,Male,Mechanical,64,50.83,1,1,0,9,1
22,Male,Mechanical,65.5,62,0,0,2,9,1
21,Male,Civil,47,60,0,0,2,8,1
21,Male,Electrical,77.6,97,0,0,0,8,1
21,Female,Electrical,70.2,56,1,1,1,8,1
22,Male,Electronics And Communication,61,64,0,0,1,7,0
22,Female,Electronics And Communication,61.4,71.5,1,1,1,8,1
21,Male,Computer Science,63,60.33,0,0,1,8,1
22,Male,Computer Science,55,65,0,1,0,7,0
22,Male,Computer Science,76,77,0,0,0,9,1
21,Male,Electrical,63,62.83,0,0,0,8,1
21,Female,Electrical,53,72,0,0,1,8,1
21,Male,Electronics And Communication,70,64,0,0,1,7,0
22,Female,Mechanical,65,65.5,1,0,1,7,0
22,Female,Computer Science,60,47,1,0,1,7,0
21,Female,Mechanical,63,77.6,1,0,1,8,1
21,Male,Electronics And Communication,63,70.2,0,0,0,8,1
21,Female,Electronics And Communication,61.33,61,0,0,1,9,1
21,Male,Electronics And Communication,73,61.4,0,0,0,9,1
22,Male,Computer Science,62,63,0,0,1,8,1
22,Male,Information Technology,42,55,0,0,0,7,0
21,Male,Mechanical,78,76,1,0,0,9,1
22,Male,Mechanical,60,63,1,0,0,8,1
21,Male,Information Technology,72,53,0,0,0,8,1
22,Male,Mechanical,82,70,1,0,0,7,0
22,Male,Information Technology,60,65,0,0,1,8,1
22,Male,Information Technology,67,60,0,0,0,8,1
21,Female,Information Technology,66,63,0,0,0,8,1
21,Male,Mechanical,58,63,0,0,0,7,0
21,Male,Electronics And Communication,78,61.33,0,0,0,8,1
22,Male,Computer Science,91,73,0,0,0,9,1
22,Male,Civil,78.33,62,0,0,1,7,0
22,Male,Mechanical,68,42,1,0,2,7,0
21,Male,Computer Science,52,78,0,0,1,9,1
21,Male,Information Technology,73.6,60,0,0,0,9,1
22,Male,Civil,49.8,72,0,1,0,7,0
21,Male,Information Technology,49.2,82,0,0,1,8,1
21,Male,Electronics And Communication,64,60,0,0,0,8,1
21,Male,Electrical,79,67,0,0,0,9,1
21,Male,Electronics And Communication,70,66,0,0,0,8,1
22,Male,Information Technology,61,58,1,0,1,9,1
22,Male,Mechanical,68.4,91,1,0,0,9,1
22,Male,Computer Science,55,78.33,0,0,0,7,0
21,Male,Information Technology,87,68,1,1,1,8,1
21,Male,Information Technology,47,52,0,0,0,7,0
21,Male,Electrical,75,73.6,0,0,0,7,0
22,Male,Computer Science,66.2,49.8,0,0,1,8,1
21,Male,Electronics And Communication,67,49.2,0,0,0,9,1
25,Male,Information Technology,66,64,0,0,0,7,1
26,Male,Electrical,67,79,1,0,0,7,0
24,Male,Information Technology,65,70,0,1,1,6,1
25,Male,Electronics And Communication,76,61,0,0,0,6,1
26,Female,Computer Science,60.8,68.4,1,0,0,7,0
26,Male,Computer Science,60,55,0,0,1,7,1
26,Male,Computer Science,97.7,87,0,0,1,6,1
26,Male,Information Technology,54.6,47,0,0,2,7,1
24,Female,Computer Science,79,75,0,0,1,7,0
26,Female,Civil,67,66.2,0,1,1,6,1
26,Male,Computer Science,76.5,67,0,1,0,6,1
26,Male,Computer Science,67,66,0,0,1,7,0
26,Male,Information Technology,73.5,67,0,0,1,7,0
26,Male,Mechanical,53,65,0,1,0,7,0
26,Male,Electrical,81,76,0,0,0,6,1
25,Male,Information Technology,65,60.8,0,0,1,7,0
26,Male,Mechanical,51,60,1,0,0,6,1
24,Male,Electronics And Communication,78,97.7,0,1,1,7,0
26,Male,Electronics And Communication,44,54.6,0,0,0,6,1
26,Male,Computer Science,76,79,0,0,0,6,1
24,Female,Computer Science,58,67,1,1,0,6,1
24,Male,Computer Science,68,76.5,0,1,0,6,1
24,Male,Electrical,77,67,0,0,1,7,1
25,Male,Mechanical,63.16,73.5,1,0,0,7,0
25,Male,Computer Science,39,53,0,0,0,6,1
25,Male,Computer Science,87,81,0,0,0,7,0
26,Male,Mechanical,73,65,0,0,1,6,1
26,Male,Computer Science,64,51,0,0,1,7,0
26,Male,Computer Science,71.98,78,0,1,0,6,1
26,Male,Electronics And Communication,60,44,1,1,1,7,0
25,Female,Computer Science,62,76,1,0,0,7,0
25,Male,Computer Science,37,58,0,0,2,6,1
25,Male,Mechanical,73.2,68,1,0,0,7,0
26,Male,Civil,61.12,77,0,0,0,7,0
25,Female,Computer Science,45.83,63.16,1,0,1,7,1
26,Male,Information Technology,70,39,0,0,1,6,1
26,Female,Computer Science,60,87,1,0,0,7,1
26,Female,Information Technology,66.6,73,0,0,0,7,1
26,Male,Computer Science,71.4,64,0,0,1,6,1
26,Female,Information Technology,76,71.98,0,0,0,7,0
24,Male,Information Technology,62,60,0,0,1,7,0
24,Male,Civil,65.58,62,0,0,0,6,1
25,Male,Electronics And Communication,70,37,0,0,1,6,1
26,Male,Mechanical,73.4,73.2,1,0,0,7,0
26,Male,Mechanical,64.2,61.12,1,1,1,6,1
25,Male,Computer Science,70,45.83,0,0,1,7,1
26,Male,Computer Science,73,70,0,0,1,7,1
25,Male,Computer Science,47,60,0,1,2,7,1
25,Male,Computer Science,74,66.6,0,1,2,7,1
24,Male,Computer Science,78.5,71.4,0,0,0,6,1
26,Male,Electrical,47,76,0,0,0,6,1
24,Male,Information Technology,73,62,0,0,0,7,1
26,Male,Computer Science,61,65.58,0,0,1,7,1
26,Male,Mechanical,70.29,70,1,1,1,7,0
24,Male,Computer Science,67,73.4,0,0,1,7,1
26,Female,Information Technology,83.83,64.2,0,0,0,6,1
25,Female,Computer Science,64.8,70,1,1,0,6,1
25,Male,Mechanical,62,73,1,0,1,6,1
26,Male,Computer Science,70.4,47,0,0,1,6,1
25,Female,Electronics And Communication,80,74,0,0,0,6,1
22,Male,Civil,90.9,78.5,0,0,1,6,0
21,Female,Electrical,62,47,0,0,0,6,0
22,Male,Computer Science,62,73,0,0,1,7,0
21,Male,Mechanical,63,61,1,0,0,6,0
21,Female,Information Technology,67,70.29,0,0,0,7,0
22,Male,Computer Science,79,67,0,0,1,7,0
21,Female,Information Technology,63,83.83,0,1,1,7,0
22,Male,Electrical,89.83,64.8,0,0,0,6,0
21,Male,Information Technology,63,62,0,0,0,7,0
22,Male,Information Technology,51,70.4,0,0,0,7,0
21,Male,Information Technology,62,80,0,1,0,7,0
21,Female,Information Technology,67,90.9,0,0,1,7,0
22,Male,Electronics And Communication,79.33,62,0,0,1,7,0
22,Male,Electronics And Communication,65,62,0,1,1,6,0
21,Male,Electrical,56,63,0,0,1,7,1
22,Male,Information Technology,85.8,67,1,0,1,6,0
21,Male,Computer Science,55,79,0,0,1,6,0
21,Male,Information Technology,46,63,1,0,1,6,0
21,Male,Information Technology,82,89.83,0,1,0,7,0
22,Male,Information Technology,73,63,0,0,0,6,0
21,Male,Electronics And Communication,58,51,0,0,0,7,1
22,Female,Electrical,58,62,1,1,1,6,0
21,Male,Computer Science,69.6,75,0,0,1,7,0
21,Female,Information Technology,47,90,0,0,0,7,0
21,Male,Electronics And Communication,77,57,0,1,1,6,0
22,Female,Information Technology,62,69,1,1,3,7,0
21,Female,Computer Science,65,62,1,0,1,6,0
21,Male,Mechanical,63,62,1,0,0,7,0
21,Male,Computer Science,55,78,0,0,1,8,1
22,Female,Information Technology,63,70,0,0,0,8,1
22,Female,Information Technology,60,62.5,0,0,1,8,1
21,Male,Electronics And Communication,62,73,0,1,1,7,0
21,Male,Information Technology,79,82,0,0,1,6,0
21,Female,Information Technology,69.8,57,0,0,1,8,1
22,Male,Mechanical,77.4,72,1,0,0,8,1
22,Male,Mechanical,76.5,61,1,1,0,7,0
22,Male,Information Technology,52.58,78,0,0,2,8,1
22,Female,Computer Science,71,63,1,1,0,6,0
21,Male,Information Technology,63,64,0,0,2,6,1
22,Male,Electrical,76.76,50,0,1,0,8,1
22,Male,Civil,62,90,0,0,1,7,0
22,Female,Civil,64,82,0,1,1,6,0
22,Male,Information Technology,67,63,0,0,3,8,1
21,Male,Electronics And Communication,61,70,0,0,1,7,0
22,Male,Mechanical,87,54,1,0,0,6,0
22,Male,Civil,62,61,1,1,0,8,1
22,Male,Civil,69,79,0,1,0,7,0
21,Female,Computer Science,51,68,1,1,0,8,1
22,Male,Information Technology,79,63,0,0,1,6,0
22,Male,Mechanical,73,72.8,1,0,0,6,0
21,Male,Computer Science,81,75,0,0,2,6,1
22,Male,Information Technology,78,80,0,1,0,8,1
22,Male,Civil,74,68.4,0,0,0,6,0
22,Female,Mechanical,49,40,1,0,1,8,1
21,Male,Civil,87,67,1,1,2,7,0
21,Male,Mechanical,77,66.8,1,0,0,7,0
21,Male,Information Technology,76,59,0,1,0,6,0
21,Male,Mechanical,70.89,71,1,1,0,6,0
22,Male,Information Technology,63,73,0,1,0,7,0
22,Male,Electronics And Communication,63,61,0,0,1,8,1
21,Male,Information Technology,50,60,0,0,2,8,1
22,Male,Electronics And Communication,75.2,73.4,0,0,1,7,0
22,Male,Computer Science,54.4,89.7,0,0,1,8,1
22,Male,Computer Science,40.89,65,0,0,1,7,0
21,Male,Electronics And Communication,80,57,0,1,0,8,1
22,Male,Mechanical,74,68,1,0,0,8,1
21,Male,Computer Science,60.4,64,0,1,0,7,0
22,Male,Electronics And Communication,63,92,0,0,0,7,0
22,Female,Electronics And Communication,68,56,0,0,3,6,1
21,Male,Electrical,74,59,0,0,0,8,1
21,Female,Electronics And Communication,52.6,63,0,0,2,7,1
21,Male,Electrical,74,64,0,0,0,7,0
21,Male,Electrical,84.2,70,0,0,0,6,0
22,Male,Computer Science,86.5,64.8,0,0,2,7,0
22,Male,Information Technology,61,64,1,0,1,8,1
21,Male,Electronics And Communication,80,60,0,0,0,7,0
22,Male,Computer Science,54,64.89,0,0,0,6,0
21,Male,Civil,83,50,0,0,2,8,1
21,Male,Information Technology,80.92,65.66,0,0,1,6,0
21,Female,Information Technology,69.7,63,0,0,0,6,0
21,Male,Information Technology,73,74,0,1,0,7,0
22,Male,Information Technology,82,86,0,0,1,6,0
22,Female,Computer Science,75,58,1,0,1,6,0
21,Male,Electrical,84.86,58.66,0,0,1,7,1
28,Female,Computer Science,64.6,65,1,0,3,8,1
21,Male,Computer Science,56.6,60.5,0,1,0,7,0
22,Male,Information Technology,59,59,0,1,0,7,0
21,Female,Computer Science,66.5,63,1,0,0,6,0
22,Female,Electronics And Communication,64,74.66,0,0,0,8,1
22,Male,Computer Science,84,69.4,0,0,1,6,0
21,Male,Electrical,69,62.5,0,0,0,8,1
21,Male,Information Technology,69,63,0,0,2,8,1
22,Male,Computer Science,81.7,49,0,1,0,8,1
22,Female,Electrical,63,74,0,0,1,8,1
22,Female,Computer Science,84,51,1,0,0,6,0
21,Male,Computer Science,70,87.6,0,0,1,6,0
22,Male,Electronics And Communication,83.84,67,0,0,0,6,0
21,Male,Electronics And Communication,62,72.5,0,0,1,6,0
21,Male,Computer Science,59.6,78.33,0,0,0,7,0
22,Male,Mechanical,66,62,1,0,0,6,0
22,Male,Computer Science,84,62,0,0,1,8,1
21,Male,Civil,85,51,1,0,0,8,1
22,Male,Computer Science,52,42.16,0,0,1,8,1
22,Male,Information Technology,60.23,67.2,0,0,0,7,0
22,Male,Mechanical,52,80,1,1,1,7,0
21,Male,Information Technology,58,58,0,0,1,6,0
22,Male,Information Technology,73,52,0,0,2,8,1
21,Male,Information Technology,76,50.83,0,0,1,8,1
21,Male,Electrical,70.5,62,0,0,0,6,0
22,Male,Information Technology,69,60,0,0,1,7,0
21,Male,Information Technology,54,97,0,0,0,7,0
21,Male,Electrical,45,56,0,0,0,8,1
21,Male,Mechanical,63,64,1,0,0,7,0
21,Male,Electronics And Communication,77,71.5,0,0,0,6,0
22,Female,Information Technology,73,60.33,0,0,0,7,0
22,Male,Mechanical,69,65,1,0,1,8,1
22,Male,Computer Science,59,77,0,0,3,6,1
21,Male,Electronics And Communication,61.08,62.83,0,0,1,6,0
22,Male,Electronics And Communication,82,72,0,0,0,7,0
21,Male,Computer Science,61,64,0,0,2,7,1
22,Male,Electrical,52,65.5,0,0,0,6,0
21,Male,Computer Science,69.5,47,0,0,0,6,0
22,Male,Electronics And Communication,51,77.6,0,0,1,6,0
22,Male,Information Technology,58,70.2,0,0,1,8,1
22,Female,Civil,73.96,61,0,1,1,8,1
22,Male,Computer Science,65,61.4,0,1,3,6,0
21,Male,Information Technology,73,63,0,0,0,6,0
22,Male,Civil,68.2,55,0,0,0,8,1
22,Male,Electronics And Communication,77,76,0,0,1,6,0
22,Female,Civil,76,63,0,0,1,6,0
21,Male,Information Technology,60.8,53,0,0,0,8,1
21,Male,Computer Science,58,70,0,0,1,7,0
22,Male,Information Technology,64,65,1,0,1,8,1
21,Male,Computer Science,66.5,60,0,0,0,7,0
21,Male,Electrical,74,63,0,0,0,8,1
21,Male,Information Technology,67,63,0,0,0,7,0
21,Male,Electrical,84,61.33,0,1,2,8,1
22,Female,Computer Science,79,73,1,0,1,6,0
21,Female,Computer Science,72,62,1,0,1,7,0
22,Male,Information Technology,80.4,42,0,0,1,8,1
24,Male,Computer Science,76.7,78,0,0,1,8,1
24,Male,Computer Science,62,60,1,1,1,6,1
22,Male,Information Technology,74.9,72,0,0,1,6,1
24,Male,Computer Science,67,82,0,0,1,7,1
24,Male,Computer Science,73,60,0,0,1,7,1
24,Male,Computer Science,77.44,67,0,0,1,7,1
24,Female,Information Technology,72,66,0,0,1,6,1
24,Male,Computer Science,47,58,0,0,0,8,1
20,Female,Electrical,67,78,0,1,1,7,0
21,Male,Computer Science,82,91,0,0,1,7,1
23,Male,Electronics And Communication,77,78.33,0,0,0,7,0
22,Female,Computer Science,65,68,1,0,1,8,1
23,Male,Computer Science,66,52,0,0,1,7,1
23,Male,Electrical,85,73.6,0,0,2,7,0
22,Female,Computer Science,77.67,49.8,1,1,2,7,1
24,Male,Computer Science,52,49.2,0,0,1,6,1
22,Male,Information Technology,89.4,64,0,0,2,7,0
24,Male,Computer Science,62,79,0,0,0,6,1
22,Male,Information Technology,70,70,0,0,0,6,0
23,Male,Mechanical,77,61,0,0,0,7,0
22,Male,Electrical,44,68.4,0,0,1,7,0
23,Male,Electronics And Communication,71,55,0,1,1,6,1
23,Male,Electrical,65,87,0,1,0,8,1
20,Male,Electrical,75.4,47,0,0,1,8,1
24,Male,Mechanical,49,75,1,0,0,7,0
24,Male,Computer Science,53,66.2,0,0,2,6,1
20,Male,Computer Science,51.57,67,0,0,1,6,0
24,Male,Mechanical,84.2,66,1,0,0,6,1
22,Female,Electrical,66.5,67,0,0,1,7,0
20,Male,Civil,67,65,0,0,1,6,0
23,Male,Electronics And Communication,52,76,0,1,1,6,1
23,Male,Mechanical,87,60.8,1,0,0,6,0
22,Male,Computer Science,55.6,60,0,0,1,6,0
22,Male,Mechanical,74.2,97.7,1,0,1,7,0
23,Male,Computer Science,63,54.6,0,0,0,7,0
22,Male,Computer Science,67.16,79,0,0,1,8,1
20,Male,Computer Science,63.3,67,0,1,0,8,1
20,Female,Computer Science,62,76.5,1,0,1,7,1
21,Male,Electrical,67.9,67,0,0,0,7,1
23,Male,Computer Science,48,73.5,0,0,1,7,0
21,Female,Information Technology,59.96,53,0,0,1,8,1
21,Male,Mechanical,63.4,81,1,0,0,6,0
20,Male,Civil,80,65,0,0,0,8,1
23,Female,Computer Science,73,51,1,1,0,7,0
21,Male,Electronics And Communication,52,78,0,1,0,8,1
24,Male,Electronics And Communication,73.24,44,0,0,1,7,0
21,Male,Electronics And Communication,63,76,0,0,1,6,0
21,Male,Electrical,59,58,0,0,0,8,1
22,Male,Computer Science,73,68,0,1,0,6,0
20,Male,Computer Science,68,77,0,0,2,7,0
21,Male,Computer Science,77.8,63.16,0,0,0,7,1
20,Male,Information Technology,65,39,0,0,0,6,0
23,Male,Information Technology,62,87,0,0,0,8,1
22,Male,Computer Science,52,73,0,0,0,7,0
21,Male,Information Technology,65,64,0,0,0,8,1
21,Male,Mechanical,56.28,71.98,1,0,0,6,1
24,Male,Information Technology,88,60,0,0,0,8,1
23,Male,Electronics And Communication,52,62,0,0,1,6,0
22,Male,Computer Science,78.5,37,0,0,0,7,1
20,Male,Mechanical,61.8,73.2,1,1,0,6,0
24,Male,Mechanical,54,61.12,1,0,0,7,1
21,Male,Information Technology,64,45.83,0,1,0,8,1
23,Male,Computer Science,67,70,0,1,2,7,1
23,Male,Mechanical,65.2,60,1,0,1,7,1
23,Male,Civil,60,66.6,0,0,0,8,1
22,Male,Electronics And Communication,52,71.4,0,0,1,7,0
24,Male,Mechanical,66,76,1,0,1,8,1
21,Female,Computer Science,72,62,1,1,0,8,1
22,Male,Computer Science,83.96,65.58,0,1,0,6,0
22,Male,Electronics And Communication,67,70,0,0,0,6,1
23,Male,Electrical,69,73.4,0,0,0,6,0
20,Male,Computer Science,69,64.2,0,0,1,7,1
22,Male,Computer Science,54.2,70,0,0,1,8,1
20,Male,Electronics And Communication,70,73,0,0,0,8,1
23,Male,Computer Science,55.68,47,0,0,1,7,0
21,Male,Information Technology,74,74,0,0,1,7,1
24,Male,Civil,61,78.5,0,0,0,8,1
21,Male,Information Technology,41,47,0,0,0,8,1
21,Male,Electrical,83.33,73,1,1,2,6,1
20,Female,Information Technology,43,61,0,0,0,6,0
23,Male,Computer Science,62,70.29,0,0,1,6,0
20,Male,Civil,80.6,67,0,0,2,5,0
21,Male,Mechanical,58,83.83,1,0,1,5,0
23,Female,Information Technology,67,64.8,1,0,1,6,0
24,Female,Electronics And Communication,74,62,0,0,0,5,0
22,Male,Civil,62,70.4,0,0,1,6,0
24,Male,Computer Science,62.83,80,0,0,1,5,0
23,Female,Computer Science,72,90.9,1,1,0,5,0
23,Male,Information Technology,64,62,0,1,0,5,0
23,Male,Information Technology,65.5,62,0,0,0,5,0
22,Male,Civil,47,63,0,0,2,6,0
24,Male,Information Technology,77.6,67,0,0,0,6,1
22,Male,Civil,70.2,79,0,0,0,6,1
24,Male,Computer Science,61,63,0,0,1,6,1
20,Male,Computer Science,61.4,89.83,0,0,1,5,0
